Player Name,Cities,Position,Season,Games Played,Minutes Played Per Game,Points Per Game,Average Field Goals made,Average Field Goals Attempted,Field Goal Percentage,Average 3-Point Field Goals Made,Average 3-Point Field Goals Attempted,3-Point Field Goal Percentage,Average Free Throws Made,Average Free Throws Attempted,Free Throw Percentage,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Double Double,Triple Double,Player Efficiency Rating
DeMar DeRozan,TOR,SF,2012,63,35,16.7,6,14.3,42.2,0.4,1.5,26.1,4.3,5.3,81,3.3,2,0.8,0.3,2,0,0,12.87
Paul Millsap,UTAH,PF,2012,64,32.8,16.6,6.7,13.5,49.5,0.1,0.5,22.6,3.2,4,79.2,8.8,2.3,1.8,0.8,1.8,21,0,21.85
Tyreke Evans,SAC,G,2012,63,34.3,16.5,6.5,14.3,45.3,0.3,1.6,20.2,3.2,4.1,77.9,4.6,4.5,1.3,0.5,2.7,5,0,16.48
Ty Lawson,DEN,G,2012,61,34.8,16.4,6.1,12.6,48.8,1.2,3.3,36.5,2.9,3.5,82.4,3.7,6.6,1.3,0.1,2.4,11,0,19.43
John Wall,WSH,PG,2012,66,36.2,16.3,5.7,13.5,42.3,0,0.6,7.1,4.8,6.1,78.9,4.5,8,1.4,0.9,3.9,16,0,17.77
Ryan Anderson,ORL,PF,2012,61,32.2,16.1,5.4,12.4,43.9,2.7,6.9,39.3,2.5,2.8,87.7,7.7,0.9,0.8,0.4,0.9,14,0,21.23
Kevin Garnett,BOS,PF,2012,60,31.1,15.8,6.5,13,50.3,0.1,0.2,33.3,2.7,3.2,85.7,8.2,2.9,0.9,1,1.8,21,0,20.47
Luis Scola,HOU,F,2012,66,31.3,15.5,6.6,13.5,49.1,0,0,0,2.3,3,77.3,6.5,2.1,0.5,0.4,2.3,11,0,15.5
Tim Duncan,SA,C,2012,58,28.2,15.4,6.2,12.6,49.3,0,0.1,0,3,4.3,69.5,9,2.3,0.7,1.5,1.7,22,0,22.6
Marcin Gortat,PHX,C,2012,66,32,15.4,6.5,11.7,55.5,0,0,0,2.5,3.8,64.9,10,0.9,0.7,1.5,1.4,31,0,21.21
Greg Monroe,DET,C,2012,66,31.5,15.4,6.2,11.8,52.1,0,0,0,3,4.1,73.9,9.7,2.3,1.3,0.7,2.4,30,0,22.09
Arron Afflalo,DEN,G,2012,62,33.6,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4,79.8,3.2,2.4,0.6,0.2,1.4,1,0,14.76
Jason Terry,DAL,G,2012,63,31.7,15.1,5.7,13.2,43,2.2,5.8,37.8,1.6,1.8,88.3,2.4,3.6,1.2,0.2,2,0,0,15.8
Carlos Boozer,CHI,PF,2012,66,29.5,15,6.8,12.8,53.2,0,0,0,1.4,2.1,69.3,8.5,1.9,1,0.4,1.7,18,0,19.79
Lou Williams,PHI,SG,2012,64,26.3,14.9,5,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,2.4,3.5,0.8,0.3,1.1,0,0,20.22
Jordan Crawford,WSH,G,2012,64,27.4,14.7,5.5,13.6,40,1.2,4.3,28.9,2.5,3.2,79.3,2.6,3,0.9,0.1,2.2,0,0,14.61
Marc Gasol,MEM,C,2012,65,36.5,14.6,5.5,11.4,48.2,0,0.2,8.3,3.6,4.9,74.8,8.9,3.1,1,1.9,1.9,24,0,18.41
Al Harrington,DEN,PF,2012,64,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,6.1,1.4,0.9,0.2,1.8,9,0,15.39
Nick Young,WSH/LAC,G,2012,62,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,2.1,0.9,0.7,0.3,1.3,0,0,12.93
Jamal Crawford,POR,G,2012,60,26.9,14,4.7,12.3,38.4,1.3,4.3,30.8,3.2,3.4,92.7,2,3.2,0.9,0.2,1.9,0,0,15.8
Nicolas Batum,POR,PF,2012,59,30.4,13.9,4.9,10.9,45.1,1.8,4.6,39.1,2.3,2.7,83.6,4.6,1.4,1,1,1.5,2,0,17.32
Gerald Wallace,POR/NJ,SF,2012,58,35.8,13.8,4.9,10.9,45.4,0.8,2.6,30.7,3.1,3.9,80,6.7,2.8,1.5,0.6,1.9,9,0,15.98
Kris Humphries,NJ,PF,2012,62,34.9,13.8,5.2,10.8,48.1,0,0,0,3.4,4.5,75.2,11,1.5,0.8,1.2,1.9,29,0,17.98
Carmelo Anthony,NY,PF,2013,67,37,28.7,10,22.2,44.9,2.3,6.2,37.9,6.3,7.6,83,6.9,2.6,0.8,0.5,2.6,10,0,24.83
Kevin Durant,OKC,PF,2013,81,38.5,28.1,9,17.7,51,1.7,4.1,41.6,8.4,9.3,90.5,7.9,4.6,1.4,1.3,3.5,19,3,28.35
Kobe Bryant,LAL,SF,2013,78,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8,83.9,5.6,6,1.4,0.3,3.7,16,2,23.1
LeBron James,MIA,SF,2013,76,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7,75.3,8,7.3,1.7,0.9,3,36,4,31.67
James Harden,HOU,SG,2013,78,38.3,25.9,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,4.9,5.8,1.8,0.5,3.8,9,1,23
Russell Westbrook,OKC,PG,2013,82,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7,80,5.2,7.4,1.8,0.3,3.3,23,1,23.98
Stephen Curry,GS,PG,2013,78,38.2,22.9,8,17.8,45.1,3.5,7.7,45.3,3.4,3.7,90,4,6.9,1.6,0.2,3.1,15,0,21.34
Dwyane Wade,MIA,G,2013,69,34.7,21.2,8.2,15.8,52.1,0.2,1,25.8,4.5,6.2,72.5,5,5.1,1.9,0.8,2.8,4,0,24.04
LaMarcus Aldridge,POR,C,2013,74,37.7,21.1,8.6,17.8,48.4,0,0.2,14.3,3.8,4.7,81,9.1,2.6,0.8,1.2,1.9,38,0,20.45
Brook Lopez,BKN,C,2013,74,30.4,19.4,7.7,14.8,52.1,0,0,0,4,5.3,75.8,6.9,0.9,0.4,2.1,1.8,12,0,24.81
Monta Ellis,MIL,SG,2013,82,37.5,19.2,7.3,17.5,41.6,1.1,4,28.7,3.5,4.6,77.3,3.9,6,2.1,0.4,3.1,9,0,16.3
Damian Lillard,POR,PG,2013,82,38.6,19,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,3.1,6.5,0.9,0.2,3,7,0,16.45
Deron Williams,BKN,PG,2013,78,36.4,18.9,6.3,14.4,44,2.2,5.7,37.8,4.1,4.7,85.9,3,7.7,1,0.4,2.8,21,0,20.38
Paul Pierce,BOS,SF,2013,77,33.4,18.6,6.2,14.2,43.6,1.9,5,38,4.3,5.5,78.7,6.3,4.8,1.1,0.4,2.8,12,3,19.14
David Lee,GS,PF,2013,79,36.8,18.5,7.6,14.7,51.9,0,0.1,0,3.2,4.1,79.7,11.2,3.5,0.8,0.3,2.6,56,1,19.23
Rudy Gay,MEM/TOR,SF,2013,75,35.8,18.2,6.9,16.7,41.6,1.1,3.5,32.3,3.2,3.9,81.4,6.1,2.7,1.5,0.7,2.6,6,0,15.66
DeMar DeRozan,TOR,SF,2013,82,36.7,18.1,6.7,15,44.5,0.4,1.5,28.3,4.3,5.2,83.1,3.9,2.5,0.9,0.3,1.8,0,0,14.81
JR Smith,NY,G,2013,80,33.5,18.1,6.6,15.6,42.2,1.9,5.5,35.6,3,3.9,76.2,5.3,2.7,1.3,0.3,1.7,8,0,17.67
Blake Griffin,LAC,PF,2013,80,32.5,18,7.2,13.4,53.8,0.1,0.4,17.9,3.5,5.3,66,8.3,3.7,1.2,0.6,2.3,28,1,22.44
Al Jefferson,UTAH,C,2013,78,33.1,17.8,7.8,15.8,49.4,0,0.2,11.8,2.1,2.8,77,9.2,2.1,1,1.1,1.3,37,0,20.99
Kemba Walker,CHA,PG,2013,82,34.9,17.7,6.4,15.2,42.3,1.3,4,32.2,3.6,4.5,79.8,3.5,5.7,2,0.4,2.4,5,0,18.86
Jrue Holiday,PHI,PG,2013,78,37.5,17.7,7.1,16.5,43.1,1.2,3.2,36.8,2.3,3.1,75.2,4.2,8,1.6,0.4,3.7,20,1,16.74
Brandon Jennings,MIL,G,2013,80,36.2,17.5,6.2,15.6,39.9,2.2,5.8,37.5,2.9,3.5,81.9,3.1,6.5,1.6,0.1,2.5,13,0,16.2
Josh Smith,ATL,PF,2013,76,35.3,17.5,7.2,15.6,46.5,0.8,2.6,30.3,2.2,4.2,51.7,8.4,4.2,1.2,1.8,3,29,0,17.82
Paul George,IND,SG,2013,79,37.6,17.4,6.2,14.9,41.9,2.2,5.9,36.2,2.8,3.5,80.7,7.6,4.1,1.8,0.6,2.9,23,1,16.84
Al Horford,ATL,C,2013,74,37.2,17.4,7.8,14.3,54.3,0,0.1,50,1.8,2.8,64.4,10.2,3.2,1.1,1.1,2,43,0,19.84
David West,IND,F,2013,73,33.4,17.1,6.9,13.8,49.8,0.1,0.3,21.1,3.3,4.3,76.8,7.7,2.9,1,0.9,2.2,16,1,20.15
DeMarcus Cousins,SAC,C,2013,75,30.5,17.1,6.4,13.8,46.5,0.1,0.3,18.2,4.2,5.6,73.8,9.9,2.7,1.4,0.7,3,35,1,20.21
Dwight Howard,LAL,C,2013,76,35.8,17.1,6.2,10.7,57.8,0,0.1,16.7,4.7,9.5,49.2,12.4,1.4,1.1,2.4,3,48,0,19.48
Chris Paul,LAC,PG,2013,70,33.4,16.9,5.9,12.2,48.1,1.1,3.3,32.8,4.1,4.6,88.5,3.7,9.7,2.4,0.1,2.3,31,0,26.43
Ty Lawson,DEN,G,2013,73,34.4,16.7,6.1,13.3,46.1,1.2,3.2,36.6,3.2,4.3,75.6,2.7,6.9,1.5,0.1,2.5,9,0,17.96
Chris Bosh,MIA,PF,2013,74,33.2,16.6,6.6,12.3,53.5,0.3,1,28.4,3.3,4.1,79.8,6.8,1.7,0.9,1.4,1.7,15,0,20.08
Klay Thompson,GS,SG,2013,82,35.8,16.6,6.2,14.7,42.2,2.6,6.4,40.1,1.6,1.9,84.1,3.7,2.2,1,0.5,1.9,0,0,12.71
Jamal Crawford,LAC,G,2013,76,29.3,16.5,5.9,13.4,43.8,2,5.2,37.6,2.8,3.3,87.1,1.7,2.5,1,0.2,1.9,0,0,16.89
Luol Deng,CHI,F,2013,75,38.7,16.5,6.2,14.6,42.6,1,3.1,32.2,3.1,3.8,81.6,6.3,3,1.1,0.4,1.9,9,0,15.12
Joe Johnson,BKN,G,2013,72,36.7,16.3,6.2,14.6,42.3,2.1,5.5,37.5,1.8,2.2,82,3,3.5,0.7,0.2,1.7,0,0,14.14
Carlos Boozer,CHI,PF,2013,79,32.2,16.2,6.9,14.4,47.7,0,0,0,2.4,3.3,73.1,9.8,2.3,0.8,0.4,2.2,44,0,17.17
Danilo Gallinari,DEN,PF,2013,71,32.5,16.2,5.1,12.3,41.8,1.9,5.1,37.3,4,4.9,82.2,5.2,2.5,0.9,0.5,1.6,2,0,16.73
Ryan Anderson,NO,PF,2013,81,30.9,16.2,5.8,13.8,42.3,2.6,6.9,38.2,1.9,2.2,84.4,6.4,1.2,0.5,0.4,1.2,11,0,18.17
Greg Monroe,DET,C,2013,81,33.2,16,6.3,13.1,48.6,0,0,0,3.3,4.8,68.9,9.6,3.5,1.3,0.7,2.9,37,1,19.52
Chandler Parsons,HOU,SF,2013,76,36.3,15.5,6,12.4,48.6,2,5.2,38.5,1.5,2,72.9,5.3,3.5,1,0.4,1.9,8,0,15.33
Zach Randolph,MEM,F,2013,76,34.3,15.4,6.2,13.5,46,0,0.3,8.7,3,3.9,75,11.2,1.4,0.8,0.4,2,45,0,17.92
O.J. Mayo,DAL,SG,2013,82,35.5,15.3,5.6,12.5,44.9,1.7,4.3,40.7,2.3,2.8,82,3.5,4.4,1.1,0.3,2.6,2,0,14
Thaddeus Young,PHI,PF,2013,76,34.6,14.8,6.7,12.6,53.1,0,0.1,12.5,1.4,2.5,57.4,7.5,1.6,1.8,0.7,1.2,21,0,18.27
Goran Dragic,PHX,PG,2013,77,33.5,14.7,5.2,11.8,44.3,1.1,3.6,31.9,3.2,4.2,74.8,3.1,7.4,1.6,0.3,2.8,19,0,17.52
Mike Conley,MEM,PG,2013,80,34.5,14.6,5.2,11.8,44,1.3,3.7,36.1,2.9,3.5,83,2.8,6.1,2.2,0.3,2.4,7,0,18.38
Jeff Teague,ATL,PG,2013,80,32.9,14.6,5.5,12.2,45.1,1.1,3.1,35.9,2.5,2.8,88.1,2.3,7.2,1.5,0.4,2.9,15,0,16.82
Paul Millsap,UTAH,PF,2013,78,30.4,14.6,5.5,11.2,49,0.2,0.5,33.3,3.4,4.6,74.2,7.1,2.6,1.3,1,1.8,15,0,19.89
Nicolas Batum,POR,PF,2013,73,38.5,14.3,4.8,11.4,42.3,2.3,6.1,37.2,2.4,2.9,84.8,5.6,4.9,1.2,1.1,2.6,7,2,15.76
George Hill,IND,G,2013,76,34.5,14.2,5.1,11.5,44.3,1.7,4.6,36.8,2.3,2.8,81.7,3.7,4.7,1.1,0.3,1.5,3,0,16.59
Kevin Durant,OKC,PF,2014,81,38.5,32,10.5,20.8,50.3,2.4,6.1,39.1,8.7,9.9,87.3,7.4,5.5,1.3,0.7,3.5,27,3,29.9
Carmelo Anthony,NY,PF,2014,77,38.7,27.4,9.6,21.3,45.2,2.2,5.4,40.2,6,7,84.8,8.1,3.1,1.2,0.7,2.6,22,0,24.5
LeBron James,MIA,SF,2014,77,37.7,27.1,10,17.6,56.7,1.5,4,37.9,5.7,7.6,75,6.9,6.4,1.6,0.3,3.5,12,1,29.4
Kevin Love,MIN,PF,2014,77,36.3,26.1,8.4,18.5,45.7,2.5,6.6,37.6,6.8,8.2,82.1,12.5,4.4,0.8,0.5,2.5,65,3,26.97
James Harden,HOU,SG,2014,73,38,25.4,7.5,16.5,45.6,2.4,6.6,36.6,7.9,9.1,86.6,4.7,6.1,1.6,0.4,3.6,14,1,23.51
Blake Griffin,LAC,PF,2014,80,35.8,24.1,9,17,52.8,0.2,0.6,27.3,6,8.4,71.5,9.5,3.9,1.2,0.6,2.8,43,1,23.98
Stephen Curry,GS,PG,2014,78,36.5,24,8.4,17.7,47.1,3.3,7.9,42.4,3.9,4.5,88.5,4.3,8.5,1.6,0.2,3.8,28,4,24.13
LaMarcus Aldridge,POR,C,2014,69,36.2,23.2,9.4,20.6,45.8,0,0.2,20,4.3,5.2,82.2,11.1,2.6,0.9,1,1.8,40,0,21.84
DeMarcus Cousins,SAC,C,2014,71,32.4,22.7,8.3,16.8,49.6,0,0.1,0,6.1,8.4,72.6,11.7,2.9,1.5,1.3,3.5,53,0,26.18
DeMar DeRozan,TOR,SF,2014,79,38.2,22.7,7.6,17.8,42.9,0.8,2.7,30.5,6.6,8,82.4,4.3,4,1.1,0.4,2.2,2,0,18.42
Al Jefferson,CHA,C,2014,73,35,21.8,9.6,18.8,50.9,0,0.2,20,2.6,3.8,69,10.8,2.1,0.9,1.1,1.7,42,0,22.75
Paul George,IND,SG,2014,80,36.2,21.7,7.2,17,42.4,2.3,6.3,36.4,5,5.8,86.4,6.8,3.5,1.9,0.3,2.8,12,1,20.16
Dirk Nowitzki,DAL,F,2014,80,32.9,21.7,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,6.2,2.7,0.9,0.6,1.5,6,0,23.68
Kyrie Irving,CLE,PG,2014,71,35.2,20.8,7.5,17.4,43,1.7,4.8,35.8,4.1,4.8,86.1,3.6,6.1,1.5,0.3,2.7,7,1,20.14
Anthony Davis,NO,PF,2014,67,35.2,20.8,7.8,15,51.9,0,0.1,22.2,5.2,6.6,79.1,10,1.6,1.3,2.8,1.6,36,0,26.54
Damian Lillard,POR,PG,2014,82,35.8,20.7,6.7,15.9,42.4,2.7,6.8,39.4,4.5,5.2,87.1,3.5,5.6,0.8,0.3,2.4,6,0,18.69
Isaiah Thomas,SAC,G,2014,72,34.7,20.3,6.9,15.2,45.3,1.8,5.1,34.9,4.8,5.7,85,2.9,6.3,1.3,0.1,3,7,1,20.54
Goran Dragic,PHX,PG,2014,76,35.1,20.3,7.3,14.4,50.5,1.6,3.9,40.8,4.2,5.5,76,3.2,5.9,1.4,0.3,2.8,7,0,21.43
Rudy Gay,TOR/SAC,SF,2014,73,34.7,20,7.4,16.2,45.5,0.9,2.7,33,4.4,5.3,82.2,6,2.9,1.3,0.8,3.1,11,0,18.4
John Wall,WSH,PG,2014,82,36.3,19.3,7.1,16.3,43.3,1.3,3.8,35.1,3.9,4.8,80.5,4.1,8.8,1.8,0.5,3.6,29,2,19.61
Chris Paul,LAC,PG,2014,62,35,19.1,6.5,14,46.7,1.3,3.4,36.8,4.8,5.6,85.5,4.3,10.7,2.5,0.1,2.3,39,0,25.98
Kevin Martin,MIN,SG,2014,68,32,19.1,6.5,15,43,1.7,4.4,38.7,4.5,5,89.1,3,1.8,1,0.1,1.6,1,0,16.37
Monta Ellis,DAL,SG,2014,82,36.9,19,7,15.6,45.1,0.8,2.5,33,4.1,5.2,78.8,3.6,5.7,1.7,0.3,3.2,6,0,16.83
Jamal Crawford,LAC,G,2014,69,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4,4.7,86.6,2.3,3.2,0.9,0.2,2,2,0,17.39
Klay Thompson,GS,SG,2014,81,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,3.1,2.2,0.9,0.5,1.7,1,0,14.32
Dwight Howard,HOU,C,2014,71,33.7,18.3,6.7,11.3,59.1,0,0.1,28.6,4.9,9,54.7,12.2,1.8,0.8,1.8,3.2,47,0,21.36
Arron Afflalo,ORL,G,2014,73,35,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,0.5,0,2,1,0,16.09
David Lee,GS,PF,2014,69,33.2,18.2,7.4,14.2,52.3,0,0,0,3.3,4.3,78,9.3,2.1,0.7,0.4,2.2,34,0,19.21
Paul Millsap,ATL,PF,2014,74,33.5,17.9,6.5,14.1,46.1,1,2.9,35.8,3.9,5.3,73.1,8.5,3.1,1.7,1.1,2.5,30,1,19.83
Kyle Lowry,TOR,PG,2014,79,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38,4,4.9,81.3,4.7,7.4,1.5,0.2,2.5,18,2,20.2
Thaddeus Young,PHI,PF,2014,79,34.4,17.9,7.4,16.2,45.4,1.1,3.7,30.8,2.1,2.9,71.2,6,2.3,2.1,0.5,2.1,11,0,16.64
Brandon Knight,MIL,G,2014,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,1,0.2,2.6,4,0,16.59
Nick Young,LAL,G,2014,64,28.3,17.9,6,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,2.6,1.5,0.7,0.2,1.5,0,0,16.11
Kemba Walker,CHA,PG,2014,73,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,4.2,6.1,1.2,0.4,2.3,9,1,16.82
Ty Lawson,DEN,G,2014,62,35.8,17.6,5.6,13,43.1,1.2,3.3,35.6,5.2,6.5,79.8,3.5,8.8,1.6,0.2,3.2,23,0,19.02
Zach Randolph,MEM,F,2014,79,34.2,17.4,7.1,15.2,46.7,0,0.3,10,3.2,4.3,74.2,10.1,2.5,0.7,0.3,2.3,47,0,18.37
Pau Gasol,LAL,PF,2014,60,31.4,17.4,7.1,14.8,48,0.1,0.2,28.6,3.1,4.2,73.6,9.7,3.4,0.5,1.5,2.4,30,0,19.34
Mike Conley,MEM,PG,2014,73,33.5,17.2,6.3,14.1,45,1.4,4,36.1,3.1,3.8,81.5,2.9,6,1.5,0.2,2.1,5,0,20.07
Bradley Beal,WSH,SG,2014,73,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2,2.6,78.8,3.7,3.3,1,0.2,1.8,1,0,14.32
Jeff Green,BOS,PF,2014,82,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,4.6,1.7,0.7,0.6,2,2,0,13.17
Tony Parker,SA,G,2014,68,29.4,16.7,6.7,13.4,49.9,0.4,1,37.3,2.9,3.6,81.1,2.3,5.7,0.5,0.1,2.2,2,0,19
Michael Carter-Williams,PHI,PG,2014,70,34.5,16.7,6.1,15.1,40.5,0.8,3,26.4,3.7,5.2,70.3,6.2,6.3,1.9,0.6,3.5,16,2,15.59
Chandler Parsons,HOU,SF,2014,74,37.6,16.6,6.3,13.3,47.2,1.8,4.7,37,2.2,3,74.2,5.5,4,1.2,0.4,1.9,7,0,15.9
Jeff Teague,ATL,PG,2014,79,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4,4.8,84.6,2.6,6.7,1.1,0.2,2.9,13,0,17.16
Josh Smith,DET,PF,2014,77,35.5,16.4,6.7,16,41.9,0.9,3.4,26.4,2.1,3.9,53.2,6.8,3.3,1.4,1.4,2.6,12,0,14.1
Wesley Matthews,POR,SG,2014,82,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,3.5,2.4,0.9,0.2,1.3,1,0,15.7
Chris Bosh,MIA,PF,2014,79,32,16.2,6.2,12.1,51.6,0.9,2.8,33.9,2.8,3.4,82,6.6,1.1,1,1,1.6,6,0,19.11
Gordon Hayward,UTAH,SF,2014,77,36.4,16.2,5.5,13.4,41.3,1.1,3.6,30.4,4,4.9,81.6,5.1,5.2,1.4,0.5,2.8,9,0,16.22
Luol Deng,CHI/CLE,F,2014,63,35.1,16,5.9,13.7,43.1,0.9,3,30.2,3.4,4.3,79.1,5.7,2.9,1,0.1,1.8,8,0,15.22
Dion Waiters,CLE,G,2014,70,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,2.8,3,0.9,0.2,2.2,1,0,14.1
Russell Westbrook,OKC,PG,2015,67,34.4,28.1,9.4,22,42.6,1.3,4.3,29.9,8.1,9.8,83.5,7.3,8.6,2.1,0.2,4.4,31,11,29.12
James Harden,HOU,SG,2015,81,36.8,27.4,8,18.1,44,2.6,6.9,37.5,8.8,10.2,86.8,5.7,7,1.9,0.7,4,21,4,26.76
LeBron James,CLE,SF,2015,69,36.1,25.3,9,18.5,48.8,1.7,4.9,35.4,5.4,7.7,71,6,7.4,1.6,0.7,3.9,22,2,26.01
Anthony Davis,NO,PF,2015,68,36.1,24.4,9.4,17.6,53.5,0,0.2,8.3,5.5,6.8,80.5,10.2,2.2,1.5,2.9,1.4,42,0,30.89
DeMarcus Cousins,SAC,C,2015,59,34.1,24.1,8.4,18.1,46.7,0,0.1,25,7.2,9.2,78.2,12.7,3.6,1.5,1.7,4.3,47,2,25.29
Stephen Curry,GS,PG,2015,80,32.7,23.8,8.2,16.8,48.7,3.6,8.1,44.3,3.9,4.2,91.4,4.3,7.7,2,0.2,3.1,23,0,28.06
LaMarcus Aldridge,POR,C,2015,71,35.4,23.4,9.3,19.9,46.6,0.5,1.5,35.2,4.3,5.1,84.5,10.2,1.7,0.7,1,1.7,39,0,22.85
Blake Griffin,LAC,PF,2015,67,35.2,21.9,8.6,17.1,50.2,0.1,0.4,40,4.6,6.4,72.8,7.6,5.3,0.9,0.5,2.3,18,0,22.86
Kyrie Irving,CLE,PG,2015,75,36.4,21.7,7.7,16.5,46.8,2.1,5,41.5,4.2,4.9,86.3,3.2,5.2,1.5,0.3,2.5,6,0,21.57
Klay Thompson,GS,SG,2015,77,31.9,21.7,7.8,16.9,46.3,3.1,7.1,43.9,2.9,3.3,87.9,3.2,2.9,1.1,0.8,1.9,1,0,20.86
Dwyane Wade,MIA,G,2015,62,31.8,21.5,8.2,17.5,47,0.5,1.6,28.4,4.6,6,76.8,3.5,4.8,1.2,0.3,3.4,3,0,21.44
Rudy Gay,SAC,SF,2015,68,35.4,21.1,7.5,16.4,45.5,1.2,3.2,35.9,5,5.8,85.8,5.9,3.7,1,0.6,2.7,2,0,19.76
Damian Lillard,POR,PG,2015,82,35.7,21,7.2,16.6,43.4,2.4,7,34.3,4.2,4.9,86.4,4.6,6.2,1.2,0.3,2.7,6,0,20.79
DeMar DeRozan,TOR,SF,2015,60,35,20.1,6.8,16.5,41.3,0.4,1.5,28.4,6,7.2,83.2,4.6,3.5,1.2,0.2,2.3,4,0,17.46
Jimmy Butler,CHI,SF,2015,65,38.7,20,6.5,14,46.2,1.1,3,37.8,5.9,7.1,83.4,5.8,3.3,1.8,0.6,1.4,4,0,21.32
Nikola Vucevic,ORL,C,2015,74,34.2,19.3,8.5,16.3,52.3,0,0.1,33.3,2.2,2.9,75.2,10.9,2,0.7,0.7,2,45,0,21.62
Gordon Hayward,UTAH,SF,2015,76,34.4,19.3,6.4,14.3,44.5,1.6,4.3,36.4,4.9,6.1,81.2,4.9,4.1,1.4,0.4,2.7,2,0,20.24
Chris Paul,LAC,PG,2015,82,34.8,19.1,6.9,14.3,48.5,1.7,4.3,39.8,3.5,3.9,90,4.6,10.2,1.9,0.2,2.3,40,1,26.04
Monta Ellis,DAL,SG,2015,80,33.7,18.9,7.5,16.9,44.5,1,3.6,28.5,2.9,3.8,75.2,2.4,4.1,1.9,0.3,2.5,3,0,16.59
Pau Gasol,CHI,PF,2015,78,34.4,18.5,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,11.8,2.7,0.3,1.9,2,54,0,22.73
Victor Oladipo,ORL,SG,2015,72,35.7,17.9,6.6,15.1,43.6,1.2,3.4,33.9,3.6,4.4,81.9,4.2,4.1,1.7,0.3,2.8,3,0,15.98
Kyle Lowry,TOR,PG,2015,70,34.5,17.8,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,4.7,6.8,1.6,0.2,2.5,13,2,19.33
John Wall,WSH,PG,2015,79,35.9,17.6,6.6,14.8,44.5,0.8,2.7,30,3.6,4.6,78.5,4.6,10,1.7,0.6,3.8,40,0,19.92
Marc Gasol,MEM,C,2015,81,33.2,17.4,6.5,13.2,49.4,0,0.2,17.6,4.3,5.4,79.5,7.8,3.8,0.9,1.6,2.2,20,0,21.73
Kemba Walker,CHA,PG,2015,62,34.2,17.3,6.1,15.8,38.5,1.4,4.5,30.4,3.8,4.6,82.7,3.5,5.1,1.4,0.5,1.6,4,0,17.66
Dirk Nowitzki,DAL,F,2015,77,29.6,17.3,6.3,13.8,45.9,1.4,3.6,38,3.3,3.8,88.2,5.9,1.9,0.5,0.4,1.1,6,0,19.26
Brook Lopez,BKN,C,2015,72,29.2,17.2,7,13.7,51.3,0,0.1,10,3.1,3.8,81.4,7.4,0.7,0.6,1.8,1.4,17,0,22.76
Tobias Harris,ORL,PF,2015,68,34.8,17.1,6.5,14,46.6,1.3,3.5,36.4,2.8,3.6,78.8,6.3,1.8,1,0.5,1.7,11,0,16.76
Eric Bledsoe,PHX,SG,2015,81,34.6,17,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80,5.2,6.1,1.6,0.6,3.4,13,2,18.47
Brandon Knight,MIL/PHX,G,2015,63,32.3,17,6,14.1,42.2,2,5.1,38.9,3.1,3.5,87.4,3.9,5.2,1.4,0.2,3,2,0,17.17
Andrew Wiggins,MIN,SF,2015,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31,4.3,5.7,76,4.6,2.1,1,0.6,2.2,2,0,13.97
Paul Millsap,ATL,PF,2015,73,32.7,16.7,6.1,12.7,47.6,1.1,3,35.6,3.5,4.6,75.7,7.8,3.1,1.8,0.9,2.3,15,0,20.1
Al Jefferson,CHA,C,2015,65,30.6,16.6,7.5,15.5,48.1,0,0.1,40,1.7,2.5,65.5,8.4,1.7,0.7,1.3,1,22,0,19.75
